UDI,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],falha_real,conjunto,faixa_desgaste
440,M,297.4,308.3,1535,34.6,51,0,treino,0-99 min
441,L,297.4,308.5,1389,39.2,54,0,validacao,0-99 min
442,H,297.5,308.5,1393,46.6,56,0,validacao,0-99 min
443,L,297.4,308.5,1399,61.5,61,1,treino,0-99 min
444,H,297.4,308.5,1469,45.1,63,0,validacao,0-99 min
445,L,297.4,308.4,1582,37.2,68,0,treino,0-99 min
446,L,297.5,308.6,1793,26.7,70,0,treino,0-99 min
447,L,297.5,308.6,1452,39,72,0,treino,0-99 min
448,M,297.6,308.7,1376,59.9,74,0,validacao,0-99 min
449,L,297.5,308.6,1552,44.9,77,0,treino,0-99 min
450,L,297.6,308.7,1622,37.9,79,0,treino,0-99 min
451,M,297.6,308.7,1419,41.7,81,0,validacao,0-99 min
452,H,297.5,308.6,1440,46.1,84,0,treino,0-99 min
453,M,297.4,308.6,1643,31,89,0,validacao,0-99 min
454,L,297.4,308.7,1510,36.2,92,0,treino,0-99 min
455,L,297.4,308.7,1468,46.6,94,0,treino,0-99 min
456,L,297.4,308.7,1429,57.4,96,0,treino,0-99 min
457,H,297.3,308.7,1478,47.6,98,0,validacao,0-99 min
458,L,297.4,308.6,1276,53.6,103,0,treino,100-199 min
459,L,297.3,308.6,1486,42.6,105,0,validacao,100-199 min
460,L,297.4,308.6,1476,42.3,107,0,teste,100-199 min
461,H,297.3,308.6,1431,42,109,0,validacao,100-199 min
462,L,297.4,308.7,1402,40.2,114,0,treino,100-199 min
463,L,297.4,308.7,1433,43.4,116,0,treino,100-199 min
464,L,297.4,308.7,2874,4.2,118,1,validacao,100-199 min
465,L,297.3,308.6,1511,35.7,120,0,validacao,100-199 min
466,M,297.3,308.6,1456,42.9,122,0,treino,100-199 min
467,L,297.2,308.5,1550,41.5,125,0,treino,100-199 min
468,L,297.2,308.5,2182,16.5,127,0,treino,100-199 min
469,L,297.3,308.7,1619,31.6,129,0,treino,100-199 min
470,M,297.3,308.8,1586,32.7,131,0,treino,100-199 min
471,H,297.3,308.8,1499,44.2,134,0,teste,100-199 min
472,H,297.3,308.8,1419,42.4,139,0,treino,100-199 min
473,M,297.4,309,1497,41.8,144,0,treino,100-199 min
474,M,297.4,309,1520,37,147,0,treino,100-199 min
475,L,297.4,309.1,1478,49.8,150,0,teste,100-199 min
476,L,297.4,309.1,1380,41.1,152,0,treino,100-199 min
477,L,297.4,309,1570,37.9,154,0,validacao,100-199 min
478,H,297.4,309,1468,41.4,156,0,treino,100-199 min
479,L,297.4,309,1833,22.6,161,0,validacao,100-199 min
480,M,297.4,308.9,1323,57.3,163,0,treino,100-199 min
481,L,297.4,309,1583,32,166,0,treino,100-199 min
482,M,297.3,309,1556,39.5,168,0,treino,100-199 min
483,L,297.3,309,1548,37.4,171,0,teste,100-199 min
484,L,297.4,309,1324,56.9,173,0,validacao,100-199 min
485,L,297.4,309,1568,33.7,175,0,treino,100-199 min
486,M,297.4,309,1685,30.7,177,0,validacao,100-199 min
487,M,297.4,309.1,1582,35.9,180,0,treino,100-199 min
488,M,297.4,309.1,1463,35,183,0,treino,100-199 min
489,L,297.4,309.2,1584,42.8,186,0,treino,100-199 min
490,M,297.5,309.2,1347,55.8,188,0,treino,100-199 min
491,L,297.4,309.2,1459,37.9,191,0,treino,100-199 min
492,L,297.4,309.2,1420,45.6,193,0,treino,100-199 min
493,L,297.5,309.3,1404,43.5,195,0,treino,100-199 min
494,L,297.5,309.3,1470,38.8,197,0,validacao,100-199 min
495,L,297.6,309.4,1326,49.8,199,0,validacao,100-199 min
496,H,297.5,309.3,1459,49.7,201,0,treino,200+ min
497,M,297.5,309.2,1530,40,206,0,treino,200+ min
498,L,297.4,309,1505,39.2,209,0,teste,200+ min
499,L,297.5,309.1,1611,30.2,211,0,treino,200+ min
500,L,297.5,309.1,1515,35.1,213,0,treino,200+ min
501,M,297.5,309.2,1804,27.4,215,0,treino,200+ min
502,M,297.6,309.3,1464,46.2,218,0,validacao,200+ min
503,L,297.6,309.2,1390,43.3,221,0,treino,200+ min
504,M,297.6,309.2,1442,48.1,0,0,treino,0-99 min
505,M,297.6,309.3,1529,41.9,3,0,teste,0-99 min
506,L,297.6,309.3,1610,35,6,0,treino,0-99 min
507,L,297.6,309.3,1543,34.3,8,0,treino,0-99 min
508,H,297.8,309.4,1445,48.2,10,0,treino,0-99 min
509,L,297.7,309.3,1893,24.6,15,0,validacao,0-99 min
510,M,297.6,309.3,1415,41.3,17,0,treino,0-99 min
511,L,297.5,309.3,1564,37.5,20,0,treino,0-99 min
512,L,297.5,309.3,1479,39.4,22,0,treino,0-99 min
513,L,297.5,309.2,1426,44.8,24,0,treino,0-99 min
514,L,297.4,309.2,1428,38.8,26,0,treino,0-99 min
515,L,297.4,309.2,1620,33.2,28,0,treino,0-99 min
516,L,297.5,309.2,1715,28,30,0,treino,0-99 min
517,L,297.5,309.3,1732,29.9,32,0,validacao,0-99 min
518,M,297.5,309.4,1391,58.2,34,0,treino,0-99 min
519,L,297.6,309.5,1924,20.6,37,0,teste,0-99 min
520,M,297.7,309.5,2027,19.8,39,0,treino,0-99 min
521,L,297.6,309.5,1617,36.2,42,0,teste,0-99 min
522,L,297.5,309.4,1497,35.8,44,0,validacao,0-99 min
523,M,297.5,309.5,1448,43.7,46,0,treino,0-99 min
524,L,297.4,309.4,1401,45.9,49,0,treino,0-99 min
525,L,297.4,309.4,1620,35.4,51,0,treino,0-99 min
526,L,297.4,309.4,1466,45.5,53,0,treino,0-99 min
527,L,297.6,309.5,1373,50.6,55,0,treino,0-99 min
528,M,297.6,309.6,1592,35.8,57,0,validacao,0-99 min
529,M,297.5,309.5,1553,42.4,60,0,teste,0-99 min
530,L,297.6,309.5,1569,36.2,63,0,treino,0-99 min
531,M,297.6,309.5,1709,32.2,65,0,teste,0-99 min
532,L,297.6,309.5,1549,34.9,68,0,treino,0-99 min
533,L,297.5,309.4,1443,45.4,70,0,treino,0-99 min
534,L,297.5,309.3,1675,29.8,72,0,treino,0-99 min
535,L,297.5,309.3,1623,33.4,74,0,treino,0-99 min
536,H,297.4,309.3,1365,52.4,76,0,treino,0-99 min
537,L,297.4,309.3,1759,24.8,81,0,treino,0-99 min
538,H,297.4,309.3,1516,43,83,0,treino,0-99 min
539,M,297.4,309.3,1499,36.8,88,0,treino,0-99 min
540,M,297.4,309.3,1775,25.8,91,0,teste,0-99 min
541,L,297.4,309.4,1473,45.5,94,0,validacao,0-99 min
542,L,297.4,309.4,1296,52.3,96,0,teste,0-99 min
543,L,297.5,309.4,1803,24.7,98,0,teste,0-99 min
544,H,297.5,309.3,1563,36.1,100,0,validacao,100-199 min
545,M,297.5,309.4,1831,26.6,105,0,treino,100-199 min
546,L,297.6,309.4,1958,22.1,108,0,teste,100-199 min
547,L,297.5,309.4,1809,24.3,110,0,treino,100-199 min
548,M,297.5,309.4,1482,39.3,112,0,treino,100-199 min
549,L,297.4,309.3,1332,53.2,115,0,treino,100-199 min
550,L,297.4,309.2,1437,40.4,117,0,treino,100-199 min
551,L,297.4,309.2,1698,29.4,119,0,validacao,100-199 min
552,L,297.4,309.2,1274,54.3,121,0,treino,100-199 min
553,M,297.4,309.3,1622,35,123,0,teste,100-199 min
554,M,297.4,309.3,1564,36,126,0,teste,100-199 min
555,H,297.5,309.4,1368,45.3,129,0,validacao,100-199 min
556,M,297.4,309.4,1539,42.2,134,0,teste,100-199 min
557,L,297.5,309.4,1357,50.1,137,0,treino,100-199 min
558,M,297.5,309.4,1433,48.3,139,0,treino,100-199 min
559,L,297.5,309.4,1650,34.6,142,0,treino,100-199 min
560,L,297.5,309.4,1503,40.6,144,0,validacao,100-199 min
561,L,297.5,309.4,1318,58.2,146,0,treino,100-199 min
562,M,297.5,309.4,1678,34.4,148,0,teste,100-199 min
563,L,297.6,309.5,1574,30.9,151,0,treino,100-199 min
564,L,297.7,309.6,1529,35.2,153,0,treino,100-199 min
565,H,297.6,309.6,1669,32.1,155,0,treino,100-199 min
566,H,297.7,309.7,1570,35.8,160,0,treino,100-199 min
567,M,297.6,309.7,1541,33.7,165,0,treino,100-199 min
568,M,297.7,309.7,1680,30.2,168,0,treino,100-199 min
569,L,297.8,309.7,1935,22.1,171,0,teste,100-199 min
570,M,297.7,309.6,1596,35.2,173,0,treino,100-199 min
571,L,297.7,309.7,1498,41,176,0,treino,100-199 min
572,M,297.8,309.8,1676,29,178,0,treino,100-199 min
573,L,297.8,309.9,1351,49,181,0,teste,100-199 min
574,L,297.9,309.9,1472,45,183,0,treino,100-199 min
575,M,297.9,310,1439,41.7,185,0,validacao,100-199 min
576,M,297.9,309.9,1410,55.4,188,0,teste,100-199 min
577,H,297.7,309.7,1440,51.1,191,0,treino,100-199 min
578,L,297.7,309.7,1591,37.7,196,0,validacao,100-199 min
579,L,297.8,309.8,1533,36.8,198,0,treino,100-199 min
580,M,297.8,309.7,1700,31.3,200,0,treino,200+ min
581,M,297.8,309.8,1798,25.5,203,0,validacao,200+ min
582,L,297.8,309.7,1394,42.9,206,0,treino,200+ min
583,L,297.8,309.7,1341,49.2,208,0,treino,200+ min
584,H,297.7,309.6,1697,32.2,210,0,treino,200+ min
585,H,297.6,309.6,1419,48.2,215,0,treino,200+ min
586,L,297.6,309.5,2001,20.5,220,0,teste,200+ min
587,L,297.6,309.6,1501,49.8,222,1,treino,200+ min
588,H,297.6,309.5,1623,33.1,224,0,treino,200+ min
589,L,297.6,309.4,1628,33.4,229,0,teste,200+ min
590,L,297.6,309.4,1491,40.2,231,0,validacao,200+ min
591,L,297.5,309.4,1517,36.7,233,0,treino,200+ min
592,H,297.5,309.3,1525,41.7,235,0,teste,200+ min
593,H,297.5,309.5,1668,27.9,240,0,teste,200+ min
594,L,297.5,309.6,1312,50.7,0,0,treino,0-99 min
595,H,297.6,309.6,1278,50.4,2,0,treino,0-99 min
596,M,297.6,309.6,1330,53.1,7,0,validacao,0-99 min
597,M,297.6,309.6,1530,37.3,10,0,treino,0-99 min
598,H,297.6,309.6,1428,46.6,13,0,teste,0-99 min
599,L,297.7,309.6,1480,47.9,18,0,validacao,0-99 min
600,H,297.7,309.7,1616,31.1,20,0,treino,0-99 min
601,L,297.8,309.7,1547,37.3,25,0,teste,0-99 min
602,L,297.9,309.7,2194,16.8,27,0,treino,0-99 min
603,L,297.9,309.8,2000,21.3,29,0,treino,0-99 min
604,L,297.9,309.8,1336,71.6,31,1,validacao,0-99 min
605,L,297.9,309.9,1542,33.8,33,0,treino,0-99 min
606,M,297.9,309.8,1693,29.9,35,0,treino,0-99 min
607,L,297.9,309.8,1461,50.5,38,0,treino,0-99 min
608,M,298,309.9,1565,33.9,40,0,validacao,0-99 min
609,L,298,309.9,1403,47.7,43,0,treino,0-99 min
610,L,298.1,309.9,1629,32.5,45,0,treino,0-99 min
611,L,298.1,310,1534,33.7,47,0,treino,0-99 min
612,L,298.1,310,1553,40.9,49,0,validacao,0-99 min
613,L,298.1,309.9,1563,32.8,51,0,validacao,0-99 min
614,L,298.1,309.9,1634,30,53,0,treino,0-99 min
615,M,298,309.9,1445,45.2,55,0,treino,0-99 min
616,L,298.1,309.9,1642,30.4,58,0,treino,0-99 min
617,H,298.1,309.9,1686,29.1,60,0,validacao,0-99 min
618,M,298.1,310,1393,43.1,65,0,treino,0-99 min
619,H,298.2,310,1433,44.2,68,0,teste,0-99 min
620,L,298.3,310,1507,44.7,73,0,treino,0-99 min
621,M,298.3,310.1,1389,49.6,75,0,treino,0-99 min
622,L,298.3,310.1,1408,45.3,78,0,treino,0-99 min
623,M,298.4,310.2,1725,32,80,0,validacao,0-99 min
624,L,298.4,310.1,1926,23.7,83,0,treino,0-99 min
625,H,298.3,310.1,1509,37.6,85,0,teste,0-99 min
626,L,298.3,310.1,1545,36.3,90,0,treino,0-99 min
627,L,298.4,310.1,1533,35.2,92,0,validacao,0-99 min
628,L,298.4,310.1,1455,42.2,94,0,treino,0-99 min
629,M,298.4,310.1,1335,57.8,96,0,treino,0-99 min
630,L,298.3,310.1,1523,45.9,99,0,treino,0-99 min
631,L,298.3,310,1460,47.6,101,0,treino,100-199 min
632,L,298.4,310,1554,37.3,103,0,treino,100-199 min
633,H,298.3,310,1419,47.1,105,0,teste,100-199 min
634,L,298.3,310,1442,43.9,110,0,validacao,100-199 min
635,L,298.3,309.9,1507,41.6,112,0,treino,100-199 min
636,L,298.3,310,1858,23.9,114,0,treino,100-199 min
637,L,298.3,309.9,1463,43.9,116,0,treino,100-199 min
638,L,298.2,309.7,1585,37.4,118,0,teste,100-199 min
639,L,298,309.6,1536,37.3,120,0,validacao,100-199 min
640,L,298,309.6,1403,51.3,122,0,treino,100-199 min
641,M,297.9,309.6,1515,38.8,124,0,treino,100-199 min
642,L,297.9,309.5,1390,47.9,127,0,validacao,100-199 min
643,M,297.8,309.4,1226,58.7,129,0,validacao,100-199 min
644,M,297.8,309.4,1495,36.5,132,0,treino,100-199 min
645,H,297.7,309.4,1608,30.2,135,0,validacao,100-199 min
646,L,297.7,309.4,1392,44.1,140,0,treino,100-199 min
647,M,297.7,309.4,1461,43.7,142,0,treino,100-199 min
648,L,297.7,309.3,1559,36.9,145,0,teste,100-199 min
649,H,297.7,309.3,1400,48.9,147,0,treino,100-199 min
650,M,297.7,309.2,1732,28.8,152,0,treino,100-199 min
651,L,297.6,309.2,1611,33.1,155,0,treino,100-199 min
652,L,297.6,309.1,1503,38.9,157,0,validacao,100-199 min
653,L,297.7,309.2,1391,44.5,159,0,teste,100-199 min
654,L,297.8,309.3,2015,20.1,161,0,teste,100-199 min
655,L,297.8,309.2,1683,30.9,163,0,validacao,100-199 min
656,L,297.7,309.1,1435,38.8,165,0,validacao,100-199 min
657,M,297.7,309.1,1732,28.1,167,0,teste,100-199 min
658,L,297.7,309.2,1365,58.6,170,0,treino,100-199 min
659,L,297.7,309.1,1562,36.8,172,0,validacao,100-199 min
660,L,297.6,309.1,1449,49.1,174,0,validacao,100-199 min
661,M,297.7,309.2,1700,27.4,176,0,treino,100-199 min
662,M,297.6,309,1427,45.6,179,0,treino,100-199 min
663,M,297.6,308.9,1479,38.1,182,0,treino,100-199 min
664,L,297.5,308.9,1469,44,185,0,teste,100-199 min
665,L,297.5,308.9,1390,47.4,187,0,treino,100-199 min
666,L,297.5,308.9,1729,28.1,189,0,treino,100-199 min
667,L,297.5,309,1470,43.5,191,0,validacao,100-199 min
668,L,297.5,308.9,1459,48.5,193,0,treino,100-199 min
669,L,297.5,308.9,1738,24,195,0,treino,100-199 min
670,H,297.5,308.9,1471,37.7,197,0,treino,100-199 min
671,L,297.6,309,1822,25.4,202,0,treino,200+ min
672,L,297.5,308.9,1554,34.8,204,0,validacao,200+ min
673,M,297.6,308.9,1433,43.2,206,0,treino,200+ min
674,L,297.6,308.9,1449,47.7,209,0,treino,200+ min
675,L,297.8,309,1456,41.2,0,0,validacao,0-99 min
676,M,297.8,309.1,1424,45.5,2,0,treino,0-99 min
677,H,297.9,309.2,1577,34.7,5,0,treino,0-99 min
678,L,297.9,309.2,1478,39.7,10,0,teste,0-99 min
679,M,297.8,309.2,1295,61.2,12,0,treino,0-99 min
680,L,297.8,309.2,1372,47.3,15,0,teste,0-99 min
681,M,297.8,309.1,1432,42.6,17,0,treino,0-99 min
682,M,297.7,309,1656,33.2,20,0,teste,0-99 min
683,H,297.8,309,1410,48.8,23,0,treino,0-99 min
684,L,297.7,309,1874,24.4,28,0,validacao,0-99 min
685,L,297.7,309,1538,43.2,30,0,teste,0-99 min
686,M,297.7,309,1636,29.7,32,0,teste,0-99 min
687,M,297.7,309,1504,40.4,35,0,treino,0-99 min
688,M,297.7,309,1531,42.4,38,0,validacao,0-99 min
689,H,297.6,309,1735,26.4,41,0,treino,0-99 min
690,H,297.6,309,1354,55.6,46,0,teste,0-99 min
691,H,297.6,309,1413,40.2,51,0,treino,0-99 min
692,L,297.7,309.1,1563,39.3,56,0,treino,0-99 min
693,L,297.7,309.1,1479,42.1,58,0,treino,0-99 min
694,L,297.7,309.1,1477,38.3,60,0,treino,0-99 min
695,L,297.6,309.1,1394,50,62,0,validacao,0-99 min
696,L,297.6,309,1487,45.4,64,0,treino,0-99 min
697,M,297.6,309,1815,25.3,66,0,treino,0-99 min
698,M,297.6,308.8,1453,39.7,69,0,validacao,0-99 min
699,L,297.6,308.8,1539,40.2,72,0,treino,0-99 min
700,H,297.5,308.7,1416,39.2,74,0,validacao,0-99 min
701,M,297.6,308.8,1683,31.6,79,0,validacao,0-99 min
702,L,297.7,308.8,1515,40.1,82,0,treino,0-99 min
703,M,297.7,308.9,1531,48.3,84,0,treino,0-99 min
704,H,297.7,308.9,1479,40.9,87,0,treino,0-99 min
705,L,297.7,308.9,1516,33.7,92,0,teste,0-99 min
706,L,297.7,309,1507,38.2,94,0,treino,0-99 min
707,M,297.8,309,1434,43.3,96,0,teste,0-99 min
708,L,297.7,308.9,1838,27.3,99,0,treino,0-99 min
709,M,297.6,308.8,1416,45.9,101,0,treino,100-199 min
710,M,297.6,308.8,1357,49.7,104,0,validacao,100-199 min
711,M,297.5,308.7,1697,28.1,107,0,treino,100-199 min
712,L,297.5,308.7,1443,46.2,110,0,treino,100-199 min
713,L,297.5,308.7,1453,37.6,112,0,treino,100-199 min
714,L,297.4,308.6,1439,46.4,114,0,treino,100-199 min
715,L,297.4,308.6,1609,36.2,116,0,treino,100-199 min
716,L,297.4,308.6,1324,59.1,118,0,validacao,100-199 min
717,H,297.4,308.6,1420,45.8,120,0,teste,100-199 min
718,L,297.4,308.7,1545,36.9,125,0,teste,100-199 min
719,L,297.5,308.8,1477,39,127,0,treino,100-199 min
720,L,297.4,308.8,1447,58.1,129,0,treino,100-199 min
721,L,297.4,308.9,1809,23.8,131,0,treino,100-199 min
722,L,297.5,308.9,1696,30.9,133,0,teste,100-199 min
723,L,297.5,308.9,1427,44.7,135,0,treino,100-199 min
724,M,297.4,308.9,1500,46.3,137,0,treino,100-199 min
725,L,297.5,308.9,1390,44.6,140,0,validacao,100-199 min
726,L,297.4,308.8,1640,34.2,142,0,validacao,100-199 min
727,M,297.4,308.8,1628,37.4,144,0,validacao,100-199 min
728,H,297.3,308.6,1499,37.6,147,0,treino,100-199 min
729,M,297.4,308.7,1425,50.3,152,0,validacao,100-199 min
730,L,297.3,308.6,1586,37.7,155,0,treino,100-199 min
731,M,297.3,308.6,1471,50.7,157,0,treino,100-199 min
732,M,297.3,308.6,1431,53,160,0,validacao,100-199 min
733,L,297.2,308.6,1924,22.1,163,0,teste,100-199 min
734,M,297.1,308.4,1421,42,165,0,treino,100-199 min
735,H,297,308.4,1305,54.6,168,0,teste,100-199 min
736,L,296.9,308.4,1557,32.4,173,0,teste,100-199 min
737,L,296.9,308.3,1555,38.2,175,0,treino,100-199 min
738,H,296.9,308.3,1474,39.2,177,0,treino,100-199 min
739,L,296.8,308.3,1506,45.9,182,0,validacao,100-199 min
740,L,296.9,308.4,1390,41.8,184,0,treino,100-199 min
741,M,296.9,308.4,1450,46.9,186,0,treino,100-199 min
742,L,296.9,308.3,1513,38.8,189,0,treino,100-199 min
743,L,296.8,308.2,1643,34.7,191,0,treino,100-199 min
744,L,296.8,308.2,1361,53.8,193,0,validacao,100-199 min
745,L,296.7,308.1,1450,40.9,195,0,teste,100-199 min
746,L,296.7,308,1451,50.7,197,0,validacao,100-199 min
747,L,296.8,308.1,1289,62,199,1,treino,100-199 min
748,L,296.8,308.1,1356,48.3,201,0,teste,200+ min
749,H,296.7,308.1,1528,46.3,203,0,treino,200+ min
750,L,296.6,308,1978,22.3,208,0,validacao,200+ min
751,L,296.7,308,1535,36.8,210,0,validacao,200+ min
752,M,296.8,308.1,1843,24.2,212,0,validacao,200+ min
753,L,296.9,308.1,1422,48.7,215,0,treino,200+ min
754,L,296.8,308,1536,40.4,217,0,treino,200+ min
755,M,296.9,308.1,1483,44.3,219,0,teste,200+ min
756,H,296.8,308.1,1492,43.7,222,0,treino,200+ min
757,L,296.8,308,1584,40.4,227,0,treino,200+ min
758,L,296.9,308.1,1555,33.7,229,0,treino,200+ min
759,L,296.8,308,1497,41.7,231,0,treino,200+ min
760,M,296.7,307.8,1537,36.3,233,0,treino,200+ min
761,L,296.7,307.8,1505,39.4,236,0,treino,200+ min
762,L,296.7,307.8,1646,34.6,238,0,treino,200+ min
763,M,296.7,307.8,1286,60.5,0,0,treino,0-99 min
764,L,296.7,307.8,1400,47.5,3,0,treino,0-99 min
765,L,296.8,307.9,1337,56.5,5,0,validacao,0-99 min
766,L,296.9,308,1332,53.9,7,0,treino,0-99 min
767,L,296.8,308,1561,38.3,9,0,treino,0-99 min
768,L,296.9,308,1546,31.1,11,0,treino,0-99 min
769,L,296.9,308,1713,29.3,13,0,teste,0-99 min
770,L,296.9,308,1343,44.5,15,0,treino,0-99 min
771,L,296.8,308,1391,54.4,17,0,validacao,0-99 min
772,H,296.8,308,1311,58.6,19,0,treino,0-99 min
773,H,296.8,308,1453,51,24,0,treino,0-99 min
774,L,296.8,308,1510,39.4,29,0,teste,0-99 min
775,L,296.8,307.9,1448,48.8,31,0,treino,0-99 min
776,L,296.7,307.8,1453,46,33,0,treino,0-99 min
777,L,296.7,307.8,1468,39.2,35,0,treino,0-99 min
778,L,296.7,307.8,1382,47.5,37,0,validacao,0-99 min
779,L,296.7,308,1580,32.2,39,0,treino,0-99 min
780,L,296.8,308,1666,29.8,41,0,teste,0-99 min
781,M,296.9,308,1409,50.7,43,0,treino,0-99 min
782,L,296.8,308,1675,29.7,46,0,treino,0-99 min
783,L,296.8,307.9,1698,30.8,48,0,treino,0-99 min
784,H,296.7,307.9,1579,33.4,50,0,treino,0-99 min
785,L,296.7,307.9,1743,27.9,55,0,validacao,0-99 min
786,M,296.9,308,1497,44.8,57,0,treino,0-99 min
787,L,296.9,308.1,1741,28.8,60,0,treino,0-99 min
788,L,296.9,308.1,1435,45.3,62,0,teste,0-99 min
789,M,296.9,308.1,1440,46.3,64,0,teste,0-99 min
790,M,296.9,308,1641,33.3,67,0,teste,0-99 min
791,L,296.8,307.9,1420,45.4,70,0,treino,0-99 min
792,L,296.8,307.9,1611,35.4,72,0,treino,0-99 min
793,L,296.8,307.8,1373,42.9,74,0,treino,0-99 min
794,M,296.8,307.9,1683,31.8,76,0,treino,0-99 min
795,H,296.9,307.9,1547,32.6,79,0,teste,0-99 min
796,L,296.9,307.8,1605,37,84,0,validacao,0-99 min
797,M,296.9,307.9,2010,18.9,86,0,treino,0-99 min
798,L,296.8,307.7,1565,40.1,89,0,teste,0-99 min
799,M,296.9,307.8,1828,24.6,91,0,treino,0-99 min
800,M,297,307.8,1579,34.1,94,0,treino,0-99 min
801,M,297,307.9,1882,24.2,97,0,treino,0-99 min
802,L,296.9,307.8,1285,52.1,100,0,treino,100-199 min
803,L,296.9,307.8,1571,35,102,0,validacao,100-199 min
804,H,296.9,307.8,1549,37.8,104,0,teste,100-199 min
805,M,296.9,307.8,1544,37.6,109,0,treino,100-199 min
806,M,297,307.9,1412,47.4,112,0,treino,100-199 min
807,M,297,307.9,1422,53,115,0,treino,100-199 min
808,L,297,307.7,1867,22.8,118,0,treino,100-199 min
809,L,296.9,307.7,1424,43.3,120,0,validacao,100-199 min
810,L,296.9,307.6,1452,45.7,122,0,treino,100-199 min
811,L,296.9,307.7,1550,39.7,124,0,teste,100-199 min
812,L,296.8,307.6,1588,37.6,126,0,validacao,100-199 min
813,L,296.8,307.6,1338,44.4,128,0,teste,100-199 min
814,L,296.8,307.6,1513,40,130,0,validacao,100-199 min
815,M,296.8,307.5,1470,45.9,132,0,treino,100-199 min
816,M,296.8,307.5,1516,36.7,135,0,treino,100-199 min
817,L,296.8,307.6,1434,48.3,138,0,treino,100-199 min
818,L,296.8,307.6,1368,52,140,0,treino,100-199 min
819,L,296.8,307.6,1304,48.7,142,0,validacao,100-199 min
820,L,296.8,307.6,1398,46.7,144,0,validacao,100-199 min
821,L,296.7,307.6,1516,37.4,146,0,treino,100-199 min
822,L,296.7,307.6,1474,41.7,148,0,treino,100-199 min
823,M,296.7,307.6,1547,34.7,150,0,treino,100-199 min
824,M,296.6,307.5,1482,39.9,153,0,teste,100-199 min
825,L,296.6,307.4,1436,42.8,156,0,treino,100-199 min
826,L,296.6,307.3,1474,40,158,0,teste,100-199 min
827,L,296.5,307.2,1481,38.2,160,0,treino,100-199 min
828,L,296.5,307.3,1501,42.1,162,0,treino,100-199 min
829,L,296.5,307.3,1566,37.2,164,0,treino,100-199 min
830,L,296.5,307.3,1579,34.5,166,0,validacao,100-199 min
831,L,296.6,307.4,1631,35,168,0,treino,100-199 min
832,M,296.6,307.4,1544,42.3,170,0,treino,100-199 min
833,L,296.6,307.4,1521,38.6,173,0,validacao,100-199 min
834,L,296.6,307.4,1616,28,175,0,teste,100-199 min
835,H,296.6,307.4,1333,50.2,177,0,treino,100-199 min
836,M,296.7,307.4,1533,32.5,182,0,treino,100-199 min
837,L,296.6,307.4,1368,45.1,185,0,treino,100-199 min
838,L,296.6,307.4,1465,47.8,187,0,treino,100-199 min
839,H,296.6,307.4,1406,41.5,189,0,treino,100-199 min
840,M,296.5,307.4,1565,43.5,194,0,validacao,100-199 min
841,L,296.6,307.5,1582,37.9,197,0,teste,100-199 min
842,L,296.6,307.5,1439,45.5,199,0,teste,100-199 min
843,M,296.6,307.5,1566,35,201,0,teste,200+ min
844,L,296.6,307.5,1485,42.7,204,0,teste,200+ min
845,L,296.5,307.5,1566,35.1,206,0,teste,200+ min
846,L,296.3,307.3,1439,41.5,208,0,validacao,200+ min
847,M,296.4,307.4,1416,50,210,0,teste,200+ min
848,L,296.4,307.4,2833,5.6,213,1,treino,200+ min
849,L,296.3,307.4,1465,47.1,215,0,treino,200+ min
850,H,296.4,307.4,1586,35.5,0,0,treino,0-99 min
851,L,296.3,307.3,1567,31.4,5,0,teste,0-99 min
852,M,296.2,307.2,1389,48.6,7,0,treino,0-99 min
853,M,296.3,307.3,1368,49.5,10,0,teste,0-99 min
854,L,296.3,307.3,1444,49,13,0,treino,0-99 min
855,M,296.3,307.3,1498,41.6,15,0,treino,0-99 min
856,L,296.1,307.2,1615,30.8,18,0,treino,0-99 min
857,L,296.1,307.1,1898,22.7,20,0,treino,0-99 min
858,M,296.1,307.1,1350,53.3,22,0,treino,0-99 min
859,M,296.2,307,1516,37.6,25,0,treino,0-99 min
860,H,296.2,307,1542,40.6,28,0,treino,0-99 min
861,H,296.1,306.9,1541,32.6,33,0,treino,0-99 min
862,M,296.1,306.9,1951,23.3,38,0,treino,0-99 min
863,H,296.1,306.8,1645,31,41,0,validacao,0-99 min
864,L,296,306.7,1416,44.2,46,0,treino,0-99 min
865,M,296,306.7,2044,22.3,48,0,treino,0-99 min
866,L,295.9,306.6,1414,50.2,51,0,treino,0-99 min
867,L,295.9,306.6,1678,26.7,53,0,teste,0-99 min
868,H,295.9,306.5,1594,33.2,55,0,treino,0-99 min
869,M,295.8,306.5,1514,37.7,60,0,treino,0-99 min
870,L,295.8,306.5,1358,49.2,63,0,validacao,0-99 min
