UDI,conjunto
9185,treino
9186,treino
9187,treino
9188,validacao
9189,treino
9190,teste
9191,treino
9192,teste
9193,treino
9194,validacao
9195,treino
9196,treino
9197,treino
9198,validacao
9199,treino
9200,treino
9201,validacao
9202,treino
9203,treino
9204,treino
9205,teste
9206,treino
9207,treino
9208,teste
9209,treino
9210,treino
9211,treino
9212,treino
9213,teste
9214,treino
9215,treino
9216,validacao
9217,treino
9218,treino
9219,treino
9220,treino
9221,treino
9222,validacao
9223,validacao
9224,treino
9225,validacao
9226,teste
9227,treino
9228,treino
9229,treino
9230,teste
9231,treino
9232,teste
9233,teste
9234,treino
9235,teste
9236,treino
9237,teste
9238,validacao
9239,treino
9240,treino
9241,treino
9242,treino
9243,validacao
9244,teste
9245,treino
9246,treino
9247,treino
9248,treino
9249,teste
9250,treino
9251,treino
9252,validacao
9253,treino
9254,treino
9255,treino
9256,treino
9257,teste
9258,validacao
9259,treino
9260,teste
9261,treino
9262,treino
9263,treino
9264,validacao
9265,validacao
9266,treino
9267,validacao
9268,treino
9269,validacao
9270,teste
9271,treino
9272,treino
9273,teste
9274,treino
9275,treino
9276,validacao
9277,teste
9278,validacao
9279,treino
9280,treino
9281,treino
9282,treino
9283,teste
9284,treino
9285,treino
9286,treino
9287,teste
9288,treino
9289,treino
9290,treino
9291,treino
9292,teste
9293,treino
9294,validacao
9295,treino
9296,treino
9297,treino
9298,validacao
9299,validacao
9300,treino
9301,teste
9302,treino
9303,treino
9304,treino
9305,treino
9306,treino
9307,validacao
9308,treino
9309,teste
9310,treino
9311,treino
9312,teste
9313,teste
9314,teste
9315,treino
9316,treino
9317,teste
9318,teste
9319,treino
9320,treino
9321,teste
9322,treino
9323,treino
9324,validacao
9325,treino
9326,treino
9327,treino
9328,treino
9329,validacao
9330,treino
9331,treino
9332,teste
9333,treino
9334,treino
9335,treino
9336,treino
9337,treino
9338,teste
9339,teste
9340,validacao
9341,validacao
9342,treino
9343,validacao
9344,treino
9345,treino
9346,treino
9347,treino
9348,teste
9349,validacao
9350,treino
9351,validacao
9352,treino
9353,treino
9354,teste
9355,teste
9356,treino
9357,treino
9358,treino
9359,treino
9360,treino
9361,treino
9362,treino
9363,treino
9364,treino
9365,validacao
9366,treino
9367,teste
9368,treino
9369,treino
9370,validacao
9371,treino
9372,teste
9373,teste
9374,treino
9375,treino
9376,treino
9377,treino
9378,treino
9379,treino
9380,treino
9381,treino
9382,teste
9383,treino
9384,treino
9385,treino
9386,teste
9387,teste
9388,validacao
9389,validacao
9390,treino
9391,validacao
9392,treino
9393,validacao
9394,teste
9395,teste
9396,teste
9397,validacao
9398,treino
9399,validacao
9400,treino
9401,validacao
9402,treino
9403,teste
9404,treino
9405,treino
9406,treino
9407,validacao
9408,treino
9409,treino
9410,treino
9411,teste
9412,teste
9413,validacao
9414,teste
9415,teste
9416,treino
9417,validacao
9418,treino
9419,treino
9420,teste
9421,treino
9422,treino
9423,treino
9424,treino
9425,validacao
9426,treino
9427,treino
9428,teste
9429,treino
9430,treino
9431,treino
9432,teste
9433,validacao
9434,treino
9435,treino
9436,validacao
9437,treino
9438,treino
9439,treino
9440,treino
9441,teste
9442,treino
9443,treino
9444,treino
9445,treino
9446,treino
9447,teste
9448,treino
9449,treino
9450,validacao
9451,teste
9452,treino
9453,teste
9454,treino
9455,treino
9456,treino
9457,treino
9458,validacao
9459,teste
9460,teste
9461,treino
9462,treino
9463,validacao
9464,validacao
9465,treino
9466,treino
9467,validacao
9468,validacao
9469,teste
9470,treino
9471,treino
9472,teste
9473,treino
9474,treino
9475,treino
9476,teste
9477,teste
9478,treino
9479,validacao
9480,treino
9481,treino
9482,validacao
9483,teste
9484,treino
9485,teste
9486,treino
9487,teste
9488,validacao
9489,teste
9490,teste
9491,treino
9492,treino
9493,teste
9494,treino
9495,treino
9496,treino
9497,treino
9498,treino
9499,validacao
9500,treino
9501,validacao
9502,treino
9503,treino
9504,teste
9505,validacao
9506,treino
9507,teste
9508,treino
9509,treino
9510,teste
9511,treino
9512,teste
9513,treino
9514,validacao
9515,treino
9516,treino
9517,treino
9518,teste
9519,validacao
9520,treino
9521,treino
9522,treino
9523,validacao
9524,validacao
9525,validacao
9526,treino
9527,treino
9528,validacao
9529,treino
9530,teste
9531,teste
9532,treino
9533,treino
9534,teste
9535,teste
9536,validacao
9537,validacao
9538,treino
9539,teste
9540,validacao
9541,validacao
9542,teste
9543,teste
9544,validacao
9545,treino
9546,treino
9547,validacao
9548,teste
9549,teste
9550,treino
9551,treino
9552,treino
9553,treino
9554,treino
9555,teste
9556,teste
9557,treino
9558,treino
9559,teste
9560,treino
9561,treino
9562,treino
9563,treino
9564,treino
9565,treino
9566,treino
9567,treino
9568,validacao
9569,teste
9570,treino
9571,treino
9572,treino
9573,treino
9574,treino
9575,treino
9576,validacao
9577,treino
9578,treino
9579,validacao
9580,treino
9581,treino
9582,treino
9583,treino
9584,teste
9585,treino
9586,validacao
9587,validacao
9588,validacao
9589,validacao
9590,teste
9591,treino
9592,treino
9593,validacao
9594,treino
9595,treino
9596,teste
9597,treino
9598,validacao
9599,validacao
9600,validacao
9601,treino
9602,teste
9603,treino
9604,treino
9605,treino
9606,treino
9607,treino
9608,treino
9609,treino
9610,treino
9611,treino
9612,treino
9613,treino
9614,validacao
9615,treino
9616,validacao
9617,validacao
9618,validacao
9619,treino
9620,treino
9621,teste
9622,treino
9623,validacao
9624,treino
9625,teste
9626,treino
9627,teste
9628,treino
9629,treino
9630,treino
9631,treino
9632,treino
9633,treino
9634,teste
9635,treino
9636,teste
9637,teste
9638,treino
9639,treino
9640,treino
9641,treino
9642,teste
9643,treino
9644,teste
9645,treino
9646,validacao
9647,treino
9648,treino
9649,teste
9650,treino
9651,teste
9652,treino
9653,treino
9654,treino
9655,treino
9656,teste
9657,teste
9658,treino
9659,treino
9660,treino
9661,treino
9662,treino
9663,teste
9664,treino
9665,teste
9666,teste
9667,treino
9668,treino
9669,treino
9670,treino
9671,treino
9672,teste
9673,treino
9674,teste
9675,treino
9676,treino
9677,teste
9678,treino
9679,treino
9680,treino
9681,treino
9682,treino
9683,validacao
9684,treino
9685,treino
9686,teste
9687,treino
9688,treino
9689,treino
9690,validacao
9691,treino
9692,treino
9693,validacao
9694,validacao
9695,validacao
9696,treino
9697,validacao
9698,treino
9699,treino
9700,validacao
9701,treino
9702,treino
9703,treino
9704,treino
9705,treino
9706,validacao
9707,treino
9708,treino
9709,treino
9710,validacao
9711,treino
9712,treino
9713,treino
9714,teste
9715,treino
9716,treino
9717,treino
9718,treino
9719,treino
9720,validacao
9721,treino
9722,treino
9723,validacao
9724,treino
9725,teste
9726,treino
9727,treino
9728,teste
9729,validacao
9730,treino
9731,validacao
9732,validacao
9733,treino
9734,teste
9735,treino
9736,treino
9737,teste
9738,validacao
9739,validacao
9740,treino
9741,treino
9742,teste
9743,treino
9744,teste
9745,teste
9746,treino
9747,validacao
9748,treino
9749,treino
9750,treino
9751,treino
9752,teste
9753,treino
9754,treino
9755,validacao
9756,teste
9757,treino
9758,treino
9759,validacao
9760,teste
9761,treino
9762,treino
9763,teste
9764,teste
9765,validacao
9766,teste
9767,treino
9768,treino
9769,validacao
9770,validacao
9771,treino
9772,treino
9773,treino
9774,treino
9775,validacao
9776,treino
9777,treino
9778,treino
9779,teste
9780,treino
9781,treino
9782,treino
9783,treino
9784,treino
9785,treino
9786,treino
9787,treino
9788,treino
9789,treino
9790,treino
9791,treino
9792,treino
9793,validacao
9794,treino
9795,validacao
9796,treino
9797,treino
9798,treino
9799,treino
9800,teste
9801,validacao
9802,teste
9803,validacao
9804,teste
9805,treino
9806,validacao
9807,validacao
9808,treino
9809,teste
9810,treino
9811,teste
9812,treino
9813,validacao
9814,treino
9815,treino
9816,validacao
9817,teste
9818,treino
9819,treino
9820,treino
9821,treino
9822,treino
9823,treino
9824,treino
9825,treino
9826,treino
9827,treino
9828,teste
9829,treino
9830,treino
9831,teste
9832,treino
9833,treino
9834,treino
9835,validacao
9836,treino
9837,treino
9838,teste
9839,treino
9840,validacao
9841,validacao
9842,treino
9843,validacao
9844,treino
9845,treino
9846,treino
9847,validacao
9848,treino
9849,validacao
9850,treino
9851,teste
9852,treino
9853,validacao
9854,treino
9855,teste
9856,teste
9857,treino
9858,teste
9859,teste
9860,treino
9861,treino
9862,teste
9863,treino
9864,validacao
9865,validacao
9866,validacao
9867,treino
9868,treino
9869,treino
9870,treino
9871,validacao
9872,treino
9873,treino
9874,treino
9875,teste
9876,validacao
9877,treino
9878,treino
9879,treino
9880,treino
9881,treino
9882,teste
9883,treino
9884,treino
9885,validacao
9886,teste
9887,teste
9888,treino
9889,treino
9890,teste
9891,validacao
9892,treino
9893,validacao
9894,teste
9895,validacao
9896,treino
9897,treino
9898,validacao
9899,treino
9900,treino
9901,validacao
9902,treino
9903,treino
9904,treino
9905,teste
9906,treino
9907,treino
9908,treino
9909,treino
9910,treino
9911,treino
9912,treino
9913,teste
9914,treino
9915,treino
9916,validacao
9917,treino
9918,validacao
9919,treino
9920,treino
9921,validacao
9922,treino
9923,treino
9924,treino
9925,teste
9926,validacao
9927,treino
9928,treino
9929,treino
9930,treino
9931,treino
9932,validacao
9933,treino
9934,treino
9935,validacao
9936,validacao
9937,validacao
9938,validacao
9939,treino
9940,treino
9941,treino
9942,treino
9943,treino
9944,validacao
9945,treino
9946,treino
9947,treino
9948,treino
9949,validacao
9950,treino
9951,teste
9952,teste
9953,validacao
9954,validacao
9955,teste
9956,validacao
9957,validacao
9958,treino
9959,treino
9960,treino
9961,teste
9962,validacao
9963,treino
9964,validacao
9965,validacao
9966,treino
9967,treino
9968,validacao
9969,treino
9970,teste
9971,treino
9972,validacao
9973,treino
9974,treino
9975,validacao
9976,treino
9977,treino
9978,treino
9979,teste
9980,treino
9981,validacao
9982,teste
9983,teste
9984,treino
9985,treino
9986,validacao
9987,teste
9988,teste
9989,treino
9990,treino
9991,treino
9992,treino
9993,validacao
9994,treino
9995,validacao
9996,treino
9997,validacao
9998,teste
9999,treino
10000,treino
